Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,5,Long Island,29-1216,General Internal Medicine Physicians,1560,209390,169180,76770,275700
10,5,Long Island,29-1217,Neurologists,180,273520,,91730,364410
10,5,Long Island,29-1218,Obstetricians and Gynecologists,370,292300,,99780,
10,5,Long Island,29-1221,"Pediatricians, General",710,202250,,109930,248400
10,5,Long Island,29-1222,"Physicians, Pathologists",140,231760,202670,84180,305550
10,5,Long Island,29-1223,Psychiatrists,440,211730,201860,78040,278580
10,5,Long Island,29-1224,Radiologists,280,187130,107270,86530,237430
10,5,Long Island,29-1229,"Physicians, All Other",2590,226460,204540,80830,299270
10,5,Long Island,29-1242,"Orthopedic Surgeons, Except Pediatric",310,316470,,121300,
10,5,Long Island,29-1249,"Surgeons, All Other",600,240210,137580,82590,319020
10,5,Long Island,29-1291,Acupuncturists,,83630,80250,61600,94640
10,5,Long Island,29-1292,Dental Hygienists,1750,93810,101500,75110,103160
10,5,Long Island,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",,85770,81700,59570,98870
10,5,Long Island,29-2010,Clinical Laboratory Technologists and Technicians,3480,80460,81210,53200,94090
10,5,Long Island,29-2031,Cardiovascular Technologists and Technicians,710,78470,81360,51210,92100
10,5,Long Island,29-2032,Diagnostic Medical Sonographers,1090,93480,98620,77710,101360
10,5,Long Island,29-2033,Nuclear Medicine Technologists,180,107310,105390,94610,113660
10,5,Long Island,29-2034,Radiologic Technologists,2700,86180,81460,69210,94670
10,5,Long Island,29-2035,Magnetic Resonance Imaging Technologists,490,95260,98620,80760,102500
10,5,Long Island,29-2036,Medical Dosimetrists,,156060,170660,130190,169000
10,5,Long Island,29-2042,Emergency Medical Technicians,1650,44290,38120,35560,48660
10,5,Long Island,29-2043,Paramedics,860,63210,59890,48100,70760
10,5,Long Island,29-2051,Dietetic Technicians,150,49600,48420,40360,54230
10,5,Long Island,29-2052,Pharmacy Technicians,2910,43760,38530,33940,48680
10,5,Long Island,29-2053,Psychiatric Technicians,170,43360,46680,35710,47190
10,5,Long Island,29-2055,Surgical Technologists,1010,68340,63410,52900,76060
10,5,Long Island,29-2056,Veterinary Technologists and Technicians,920,50120,47960,38510,55930
10,5,Long Island,29-2057,Ophthalmic Medical Technicians,1270,45780,47910,33590,51880
10,5,Long Island,29-2061,Licensed Practical and Licensed Vocational Nurses,5370,62660,62340,52890,67550
10,5,Long Island,29-2072,Medical Records Specialists,1000,63540,62200,43660,73490
10,5,Long Island,29-2081,"Opticians, Dispensing",540,63490,61150,48110,71190
10,5,Long Island,29-2091,Orthotists and Prosthetists,,101470,98690,61930,121240
10,5,Long Island,29-2092,Hearing Aid Specialists,130,103700,89660,53400,128850
10,5,Long Island,29-2099,"Health Technologists and Technicians, All Other",1120,72420,61930,45370,85940
10,5,Long Island,29-9021,Health Information Technologists and Medical Registrars,210,95320,81400,58660,113650
10,5,Long Island,29-9091,Athletic Trainers,100,70920,63250,52030,80370
10,5,Long Island,29-9092,Genetic Counselors,,103620,105030,85020,112930
10,5,Long Island,29-9093,Surgical Assistants,100,62650,61930,53470,67230
10,5,Long Island,29-9099,"Healthcare Practitioners and Technical Workers, All Other",120,89040,95850,53610,106760
10,5,Long Island,31-0000,Healthcare Support Occupations,74410,41410,39540,31200,46520
10,5,Long Island,31-1120,Home Health & Personal Care Aides,40140,35850,31890,31200,38410
10,5,Long Island,31-1131,Nursing Assistants,13880,47230,49680,38260,51720
10,5,Long Island,31-1132,Orderlies,910,44710,48450,36640,48750
10,5,Long Island,31-1133,Psychiatric Aides,580,46010,50390,38670,49680
10,5,Long Island,31-2011,Occupational Therapy Assistants,300,72900,67220,60230,79230
10,5,Long Island,31-2012,Occupational Therapy Aides,,67710,62960,54820,74160
10,5,Long Island,31-2021,Physical Therapist Assistants,660,70140,66860,55090,77660
10,5,Long Island,31-2022,Physical Therapist Aides,1030,38090,38440,31200,41720
10,5,Long Island,31-9011,Massage Therapists,990,56750,50990,38830,65720
10,5,Long Island,31-9091,Dental Assistants,4270,48640,50050,38000,53970
10,5,Long Island,31-9092,Medical Assistants,7250,46230,40740,37130,50780
10,5,Long Island,31-9093,Medical Equipment Preparers,830,53340,51550,43800,58120
10,5,Long Island,31-9094,Medical Transcriptionists,510,40420,39020,31200,45080
10,5,Long Island,31-9095,Pharmacy Aides,290,37630,31890,31200,41260
10,5,Long Island,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,730,40610,39130,33640,44090
10,5,Long Island,31-9097,Phlebotomists,1640,53300,51650,42230,58840
10,5,Long Island,31-9099,"Healthcare Support Workers, All Other",400,50300,51620,38490,56210
10,5,Long Island,33-0000,Protective Service Occupations,29680,68670,51370,35540,85230
10,5,Long Island,33-1012,First-Line Supervisors of Police and Detectives,890,179260,172380,130840,203470
10,5,Long Island,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,,102810,104800,59390,124520
10,5,Long Island,33-1091,First-Line Supervisors of Security Workers,750,65340,59820,44370,75820
10,5,Long Island,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",220,89850,86910,64010,102760
10,5,Long Island,33-2011,Firefighters,,82170,80240,62070,92210
10,5,Long Island,33-2021,Fire Inspectors and Investigators,160,85020,90570,59610,97720
10,5,Long Island,33-3011,Bailiffs,470,75150,83770,57920,83770
10,5,Long Island,33-3012,Correctional Officers and Jailers,1320,87380,103180,58110,102020
10,5,Long Island,33-3021,Detectives and Criminal Investigators,1380,140810,169470,92580,164930
10,5,Long Island,33-3041,Parking Enforcement Workers,,51070,50150,37560,57820
10,5,Long Island,33-3051,Police and Sheriff's Patrol Officers,5680,101520,104240,58020,123280
10,5,Long Island,33-9011,Animal Control Workers,,75540,69690,50930,87850
10,5,Long Island,33-9021,Private Detectives and Investigators,210,80780,69020,54660,93830
10,5,Long Island,33-9032,Security Guards,13440,46190,41630,34110,52230
10,5,Long Island,33-9091,Crossing Guards,1150,41300,36040,31200,46710
10,5,Long Island,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service",820,37930,38190,31340,41230
10,5,Long Island,33-9093,Transportation Security Screeners,,53730,51440,50000,55590
10,5,Long Island,33-9094,School Bus Monitors,2360,37910,36780,32320,40710
10,5,Long Island,33-9099,"Protective Service Workers, All Other",150,42000,42190,33250,46380
10,5,Long Island,35-0000,Food Preparation and Serving Related Occupations,88910,40980,33970,31200,45910
10,5,Long Island,35-1011,Chefs and Head Cooks,2130,72440,64490,44630,86340
10,5,Long Island,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,7480,55280,49280,37160,64340
10,5,Long Island,35-2011,"Cooks, Fast Food",2120,35790,32280,31990,37700
10,5,Long Island,35-2012,"Cooks, Institution and Cafeteria",1850,48060,48450,36190,54000
10,5,Long Island,35-2014,"Cooks, Restaurant",9360,40690,40820,33770,44150
10,5,Long Island,35-2015,"Cooks, Short Order",470,36200,32750,31200,38810
10,5,Long Island,35-2019,"Cooks, All Other",,39140,34170,32600,42410
10,5,Long Island,35-2021,Food Preparation Workers,7810,38500,36560,31810,41840
10,5,Long Island,35-3011,Bartenders,2820,46730,38760,31200,55280
10,5,Long Island,35-3023,Fast Food and Counter Workers,26650,34330,32040,31320,35840
10,5,Long Island,35-3031,Waiters and Waitresses,14980,42270,32900,31200,48270
10,5,Long Island,35-3041,"Food Servers, Nonrestaurant",2760,42040,39950,33350,46390
10,5,Long Island,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,5430,41860,33810,31200,48240
10,5,Long Island,35-9021,Dishwashers,3230,37490,33540,32050,40210
10,5,Long Island,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",1630,37130,33050,31200,40440
10,5,Long Island,35-9099,"Food Preparation and Serving Related Workers, All Other",130,36340,33650,31200,39330
10,5,Long Island,37-0000,Building and Grounds Cleaning and Maintenance Occupations,42440,44190,39580,31700,50440
10,5,Long Island,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,1210,57240,51800,38410,66660
10,5,Long Island,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1300,76740,66550,53220,88500
10,5,Long Island,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",20710,40660,38440,31260,45370
10,5,Long Island,37-2012,Maids and Housekeeping Cleaners,4330,41690,38910,32430,46320
10,5,Long Island,37-2021,Pest Control Workers,870,43770,39930,35150,48080
10,5,Long Island,37-3011,Landscaping and Groundskeeping Workers,13260,44920,40100,31970,51400
10,5,Long Island,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",,56570,49280,43160,63270
10,5,Long Island,37-3013,Tree Trimmers and Pruners,600,66680,66510,42950,78550
10,5,Long Island,37-3019,"Grounds Maintenance Workers, All Other",,61230,57830,51690,66000
10,5,Long Island,39-0000,Personal Care and Service Occupations,30010,43440,36540,31200,49920
10,5,Long Island,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",180,71620,64750,47710,83570
10,5,Long Island,39-1022,First-Line Supervisors of Personal Service Workers,1070,61780,53760,39900,72720
10,5,Long Island,39-2011,Animal Trainers,230,83500,63760,35650,107430
10,5,Long Island,39-2021,Nonfarm Animal Caretakers,2570,39330,36790,31200,43430
10,5,Long Island,39-3091,Amusement and Recreation Attendants,2020,35210,32100,31200,37790
10,5,Long Island,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",,38370,39710,32070,41530
10,5,Long Island,39-4021,Funeral Attendants,230,39130,39420,32170,42610
10,5,Long Island,39-4031,"Morticians, Undertakers, and Funeral Directors",290,82760,82610,58090,95100
10,5,Long Island,39-5011,Barbers,,42020,32000,31200,49170
10,5,Long Island,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",3850,43020,32340,31200,49750
10,5,Long Island,39-5092,Manicurists and Pedicurists,4020,31270,31200,31200,31930
10,5,Long Island,39-5094,Skincare Specialists,1290,57280,62540,44090,63880
10,5,Long Island,39-6012,Concierges,530,55540,61560,40750,62940
10,5,Long Island,39-7010,Tour and Travel Guides,,46860,40350,32760,53910
10,5,Long Island,39-9011,Childcare Workers,7120,36690,32750,31200,39880
10,5,Long Island,39-9031,Fitness Trainers and Aerobics Instructors,2110,71580,63730,36700,89030
10,5,Long Island,39-9032,Recreation Workers,2770,43480,40150,31480,49480
10,5,Long Island,39-9041,Residential Advisors,700,43840,40340,34230,48640
10,5,Long Island,39-9099,"Personal Care and Service Workers, All Other",,41840,38490,36630,44440
10,5,Long Island,41-0000,Sales and Related Occupations,115610,56420,38590,31200,69440
10,5,Long Island,41-1011,First-Line Supervisors of Retail Sales Workers,8720,63490,54010,38280,76100
10,5,Long Island,41-1012,First-Line Supervisors of Non-Retail Sales Workers,2140,117390,104520,69590,141290
10,5,Long Island,41-2011,Cashiers,29070,33280,31200,31200,35080
10,5,Long Island,41-2012,Gaming Change Persons and Booth Cashiers,,47650,49300,42720,50120
10,5,Long Island,41-2021,Counter and Rental Clerks,2280,42880,39080,31470,48590
10,5,Long Island,41-2022,Parts Salespersons,2090,51670,47740,33590,60710
10,5,Long Island,41-2031,Retail Salespersons,37620,39890,35900,31200,44710
10,5,Long Island,41-3011,Advertising Sales Agents,580,86860,78130,42860,108860
10,5,Long Island,41-3021,Insurance Sales Agents,3700,104460,73760,47480,132960
10,5,Long Island,41-3031,"Securities, Commodities, and Financial Services Sales Agents",3760,117780,97230,49020,152160
10,5,Long Island,41-3041,Travel Agents,350,53030,48150,31350,63870
10,5,Long Island,41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",8550,80510,65360,41930,99800
10,5,Long Island,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1470,121170,104300,67960,147770
10,5,Long Island,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",12630,84680,75640,43120,105450
10,5,Long Island,41-9011,Demonstrators and Product Promoters,300,39040,36360,31200,43410
10,5,Long Island,41-9012,Models,,50990,39100,39100,56940
10,5,Long Island,41-9021,Real Estate Brokers,400,104730,80180,54760,129720
10,5,Long Island,41-9022,Real Estate Sales Agents,1020,86440,79120,47260,106020
10,5,Long Island,41-9031,Sales Engineers,320,130900,122230,83950,154370
10,5,Long Island,41-9041,Telemarketers,270,37720,35580,33220,39970
10,5,Long Island,41-9099,"Sales and Related Workers, All Other",220,45970,39180,32610,52650
10,5,Long Island,43-0000,Office and Administrative Support Occupations,177090,53250,49080,35130,62310
10,5,Long Island,43-1011,First-Line Supervisors of Office and Administrative Support Workers,11490,80370,79540,54680,93220
10,5,Long Island,43-2011,"Switchboard Operators, Including Answering Service",370,44170,45280,34530,48990
10,5,Long Island,43-2021,Telephone Operators,140,55840,51070,46910,60300
10,5,Long Island,43-3011,Bill and Account Collectors,2060,49620,48160,36530,56170
10,5,Long Island,43-3021,Billing and Posting Clerks,5710,52270,49460,38980,58920
10,5,Long Island,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",13570,55840,50580,39170,64170
10,5,Long Island,43-3051,Payroll and Timekeeping Clerks,1210,60420,62230,44500,68380
10,5,Long Island,43-3061,Procurement Clerks,390,50600,49630,40440,55670
10,5,Long Island,43-3071,Tellers,2860,42040,39140,34520,45790
10,5,Long Island,43-3099,"Financial Clerks, All Other",240,54230,48840,37560,62570
10,5,Long Island,43-4011,Brokerage Clerks,270,68380,63820,51940,76590
10,5,Long Island,43-4021,Correspondence Clerks,,50460,48850,41110,55140
10,5,Long Island,43-4031,"Court, Municipal, and License Clerks",1620,64410,60740,41950,75630
10,5,Long Island,43-4041,"Credit Authorizers, Checkers, and Clerks",150,55730,50540,38880,64150
10,5,Long Island,43-4051,Customer Service Representatives,21930,48150,46020,33930,55260
10,5,Long Island,43-4061,"Eligibility Interviewers, Government Programs",1760,59440,62380,44130,67090
10,5,Long Island,43-4071,File Clerks,810,37660,38100,31200,41340
10,5,Long Island,43-4081,"Hotel, Motel, and Resort Desk Clerks",560,43230,37760,32480,48610
10,5,Long Island,43-4111,"Interviewers, Except Eligibility and Loan",1790,51560,49880,42940,55870
10,5,Long Island,43-4121,"Library Assistants, Clerical",1510,39620,37700,31200,44450
10,5,Long Island,43-4131,Loan Interviewers and Clerks,1260,56180,57920,40740,63900
10,5,Long Island,43-4141,New Accounts Clerks,960,48060,49080,36410,53880
10,5,Long Island,43-4151,Order Clerks,770,42900,38670,31820,48440
10,5,Long Island,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",810,54910,50580,41180,61780
10,5,Long Island,43-4171,Receptionists and Information Clerks,11560,41020,38580,32650,45200
10,5,Long Island,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,300,41840,39440,32440,46540
10,5,Long Island,43-4199,"Information and Record Clerks, All Other",400,53190,50880,41050,59250
10,5,Long Island,43-5011,Cargo and Freight Agents,1210,60990,57530,41350,70810
10,5,Long Island,43-5021,Couriers and Messengers,1100,43170,38950,33530,47980
10,5,Long Island,43-5031,"Police, Fire, and Ambulance Dispatchers",790,62200,62380,44220,71190
10,5,Long Island,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",1350,54800,49170,35430,64490
10,5,Long Island,43-5041,"Meter Readers, Utilities",110,61240,49860,41460,71130
10,5,Long Island,43-5051,Postal Service Clerks,910,57760,66840,45210,64040
10,5,Long Island,43-5052,Postal Service Mail Carriers,3490,58450,64190,43160,66090
10,5,Long Island,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1920,54080,63610,38390,61920
